Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
2-Oxoglutarate,46,rxn2130,2-oxoglutarate + 2 ATP + L-cysteine + L-glycine => 2 ADP + 2 H+ + 2 phosphate + N-(4-oxoglutarate)-L-cysteinylglycine,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
2-Oxoglutarate,47,rxn2253,2-oxoglutarate + alpha-D-glucosamine 6-phosphate => D-fructose 6-phosphate + 2-Oxoglutaramate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
2-Oxoglutarate,48,rxn2335,2-oxoglutarate + oxygen + 2-aminobutanoate => carbon dioxide + L-allothreonine + succinate,YLL057C or YER051W or YKL195W
2-Oxoglutarate,49,rxn2459,2-oxoglutarate + 3 ATP + H2O + L-cysteine + L-glycine => 3 AMP + 3 diphosphate + 3 H+ + N-(4-oxoglutarate)-L-cysteinylglycine,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
2-Oxoglutarate,50,rxn2589,2-oxoglutarate + pyridoxamine 5'-phosphate => L-glutamate + pyridoxal 5'-phosphate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
2-Oxoglutarate,51,rxn2669,2-oxoglutarate + FMNH2 + 2 H+ => FMN + 2-hydroxyglutarate,YGR255C or YDL178W or YCL005W-A or YIR028W or YEL071W
2-Oxoglutarate,52,rxn3194,2-oxoglutarate + L-glycine => glyoxylate + L-glutamate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-arginine,1,rxn1243,L-arginine + oxygen => 4-guanidinobutanamide + carbon dioxide + H2O,YJR149W or YIL173W or YJL222W or YDR260C or YCR083W or YDR453C or YHR211W or YKR066C or YDL004W or YBL064C or YDR256C or YIL010W or YBR244W or YAL063C or YDR322C-A or YIR037W or YCL035C or YGR088W or YLR109W or YKL026C or YAR050W
L-cysteine,1,rxn115,L-cysteine + pyruvate => L-alanine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,2,rxn118,keto-phenylpyruvate + L-cysteine => L-phenylalanine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,3,rxn122,3-methyl-2-oxobutanoate + L-cysteine => L-valine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,4,rxn126,2-oxobutanoate + L-cysteine => 2-aminobutanoate + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,5,rxn132,(S)-3-methyl-2-oxopentanoate + L-cysteine => L-isoleucine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,6,rxn138,4-methyl-2-oxopentanoate + L-cysteine => L-leucine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,7,rxn140,3-(4-hydroxyphenyl)pyruvate + L-cysteine => L-tyrosine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,8,rxn254,L-cysteine + oxaloacetate => 2 H+ + L-aspartate + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,9,rxn290,L-cysteine + sulphite => iron(2+) + L-cysteate,YML004C or YJL003W or YHR112C or YAL012W or YAL039C or YPL098C or YGL184C or YFR055W or YKL087C or YNR018W
L-cysteine,10,rxn430,3-aminopropanal + L-cysteine => trimethylenediamine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,11,rxn441,L-cysteine + phenylacetaldehyde => 3-mercaptopyruvate + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,12,rxn453,L-cysteine + Imidazole-4-acetaldehyde => 3-mercaptopyruvate + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,13,rxn474,hydrogen peroxide + 2 L-cysteine => 2 H2O + L-cystine,YDR260C or YCR083W or YDR453C or YHR211W or YKR066C or YDL004W or YBL064C or YDR256C or YIL010W or YBR244W or YAL063C or YDR322C-A or YIR037W or YCL035C or YGR088W or YLR109W or YKL026C or YAR050W
L-cysteine,14,rxn752,L-cysteine + succinic semialdehyde => gamma-aminobutyrate + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,15,rxn753,glycolaldehyde + L-cysteine => ethanolamine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,16,rxn1082,L-cysteine + pyridoxal 5'-phosphate => pyridoxamine 5'-phosphate + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,17,rxn1083,L-cysteine + pyridoxal => pyridoxamine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,18,rxn1097,2 L-cysteine + dehydroascorbate => H+ + L-cystine + ascorbate,YKR076W or YHR001W-A or YPL059W
L-cysteine,19,rxn1256,L-cysteine + L-gamma-glutamyl-L-alanine => L-alanine + L-gamma-glutamyl-L-cysteine,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-cysteine,20,rxn1300,4-aminobutanal + L-cysteine => putrescine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,21,rxn1392,L-cysteine + (2z)-2-aminobut-2-enoate => L-cystathionine,YML004C or YJL003W or YHR112C or YAL012W or YAL039C or YPL098C or YGL184C or YFR055W or YKL087C or YNR018W
L-cysteine,22,rxn1498,L-cysteine + L-glutamine => ammonium + L-gamma-glutamyl-L-cysteine,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-cysteine,23,rxn1500,L-cysteine + acetamide => ammonium + N-acetyl-L-cysteine,YNL167C or YDR177W or YOR161C or YPL007C or YDR073W or YBR082C or YFL009W or YMR269W or YJR090C or YGL058W or YMR153W or YPR125W or YLR078C or YOR269W or YOL054W or YGR159C or YOL013C or YBR280C or YJR097W or YDR059C or YKL084W or YHL010C or YDR485C or YEL012W or YOR358W or YJL095W or YLL036C or YDR313C or YLR394W or YML114C or YER068W or YFR018C or YOL027C or YBR290W or YER021W or YNL023C or YGL017W or YHL034C or YDR092W or YHR039C-A or YKR017C or YDR228C or YBR260C or YNL236W or YER125W or YBR062C or YML097C or YIL079C or YLR427W or YJR054W or YJR052W or YHR069C or YOR181W or YBR273C or YNL243W or YPR056W or YDR054C or YDR211W or YDR425W or YDL240W or YDR143C or YOR216C or YAL002W or YJR134C or YPL120W or YOL133W or YER143W or YEL019C or YDR388W or YDR460W or YMR026C or YOL044W or YDR323C or YLR007W or YDL013W or YPR030W or YML002W or YMR022W or YDR266C or YNL227C or YNL097C or YER016W or YGR009C or YKL057C or YMR276W or YJR055W or YMR147W or YKR007W or YGL164C or YEL022W or YCR033W or YKR078W or YDL074C or YOL051W or YGR184C or YIR018W or YNL260C or YIL062C or YER116C or YBR128C or YKL059C or YML068W or YBR275C or YOR156C or YCR066W or YOR339C or YDL195W or YLR299W or YNL159C or YPR093C or YCR084C
L-cysteine,24,rxn1834,4-aminobutanal + L-cysteine => H+ + putrescine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,25,rxn1841,3-aminopropanal + L-cysteine => H+ + trimethylenediamine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,26,rxn1848,L-cysteine + N4-Acetylaminobutanal => H+ + N-acetylputrescine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,27,rxn1859,L-allysine + L-cysteine => H+ + L-lysine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,28,rxn1870,L-cysteine + succinic semialdehyde => gamma-aminobutyrate + H+ + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,29,rxn1878,L-cysteine + L-glutamic 5-semialdehyde => H+ + ornithine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,30,rxn1890,L-cysteine + phenylacetaldehyde => H+ + 3-mercaptopyruvate + phenylethylamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,31,rxn1902,glycolaldehyde + L-cysteine => ethanolamine + H+ + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,32,rxn1915,L-cysteine + Imidazole-4-acetaldehyde => H+ + 3-mercaptopyruvate + histamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,33,rxn1927,L-cysteine + 3-oxopropanoate => beta-alanine + H+ + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,34,rxn2078,glyoxylate + L-cysteine => L-glycine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,35,rxn2125,2 L-cysteine + oxygen => hydrogen peroxide + L-cystine,YGR029W or YPR037C or YMR194C-B or YFR033C
L-cysteine,36,rxn2130,2-oxoglutarate + 2 ATP + L-cysteine + L-glycine => 2 ADP + 2 H+ + 2 phosphate + N-(4-oxoglutarate)-L-cysteinylglycine,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-cysteine,37,rxn2139,L-cysteine + N-acetyl-L-glutamate => L-glutamate + N-acetyl-L-cysteine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-cysteine,38,rxn2144,2-acetamido-5-oxopentanoate + L-cysteine => L-glutamic 5-semialdehyde + N-acetyl-L-cysteine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-cysteine,39,rxn2148,L-cysteine + n-acetyl-glutamine => L-glutamine + N-acetyl-L-cysteine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-cysteine,40,rxn2153,L-cysteine + N-acetyl-L-gamma-glutamyl phosphate => L-gamma-glutamyl phosphate + N-acetyl-L-cysteine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-cysteine,41,rxn2213,2-acetamido-5-oxopentanoate + L-cysteine => N(2)-acetyl-L-ornithine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-cysteine,42,rxn2214,L-allysine + L-cysteine => L-lysine + 3-mercaptopyruvate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
